COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
46127,0.082,0.177,0.12,0.204,0.418
46129,0.14,0.144,0.132,0.265,0.318
46135,0.109,0.205,0.167,0.26,0.259
46137,0.105,0.053,0.172,0.235,0.434
47001,0.088,0.105,0.112,0.215,0.48
47003,0.164,0.093,0.246,0.248,0.249
47005,0.169,0.109,0.206,0.21,0.306
47007,0.082,0.122,0.131,0.251,0.415
47009,0.069,0.089,0.097,0.183,0.562
47011,0.121,0.098,0.126,0.282,0.373
47013,0.059,0.075,0.204,0.109,0.554
47015,0.209,0.089,0.238,0.182,0.282
47017,0.179,0.088,0.163,0.234,0.337
47019,0.115,0.031,0.151,0.215,0.487
47021,0.018,0.067,0.155,0.28,0.48
47023,0.108,0.068,0.122,0.362,0.34
47025,0.163,0.114,0.091,0.236,0.397
47027,0.099,0.105,0.264,0.126,0.406
47029,0.197,0.118,0.082,0.171,0.431
47031,0.165,0.09,0.174,0.208,0.363
47033,0.14,0.078,0.123,0.226,0.432
47035,0.096,0.093,0.201,0.214,0.395
47037,0.02,0.037,0.086,0.181,0.677
47039,0.175,0.171,0.168,0.168,0.318
47041,0.157,0.152,0.231,0.132,0.328
47043,0.054,0.076,0.079,0.336,0.455
47045,0.175,0.17,0.12,0.204,0.331
47047,0.022,0.001,0.089,0.205,0.682
47049,0.123,0.122,0.157,0.162,0.437
47051,0.166,0.092,0.13,0.201,0.411
47053,0.182,0.086,0.111,0.26,0.361
47055,0.061,0.068,0.192,0.237,0.441
47057,0.126,0.134,0.129,0.221,0.39
47059,0.125,0.178,0.033,0.254,0.41
47061,0.142,0.165,0.151,0.212,0.33
47063,0.157,0.113,0.121,0.189,0.42
47065,0.116,0.116,0.129,0.229,0.411
47067,0.148,0.243,0.059,0.14,0.41
47069,0.035,0.056,0.215,0.261,0.434
47071,0.142,0.14,0.107,0.241,0.371
47073,0.118,0.146,0.132,0.196,0.407
47075,0.086,0.026,0.169,0.155,0.565
47077,0.127,0.107,0.156,0.282,0.327
47079,0.092,0.09,0.264,0.207,0.347
47081,0.063,0.057,0.082,0.217,0.581
47083,0.108,0.049,0.116,0.337,0.39
47085,0.121,0.095,0.156,0.267,0.36
47087,0.138,0.128,0.249,0.093,0.392
47089,0.151,0.092,0.149,0.176,0.431
47091,0.107,0.079,0.141,0.261,0.412
47093,0.036,0.032,0.144,0.209,0.579
47095,0.133,0.143,0.166,0.201,0.357
47097,0.064,0.094,0.191,0.142,0.508
47099,0.074,0.129,0.156,0.192,0.45
47101,0.098,0.084,0.198,0.236,0.385
47103,0.126,0.187,0.106,0.214,0.367
47105,0.041,0.06,0.107,0.219,0.573
47107,0.077,0.087,0.155,0.298,0.384
47109,0.107,0.105,0.115,0.274,0.4
47111,0.146,0.085,0.215,0.083,0.47
47113,0.1,0.056,0.129,0.334,0.381
47115,0.115,0.122,0.135,0.247,0.381
47117,0.219,0.129,0.139,0.164,0.349
47119,0.119,0.07,0.19,0.156,0.466
47121,0.08,0.118,0.136,0.214,0.453
47123,0.07,0.138,0.165,0.229,0.397
47125,0.083,0.063,0.203,0.228,0.423
47127,0.173,0.101,0.176,0.235,0.316
47129,0.08,0.113,0.077,0.318,0.413
47131,0.117,0.125,0.187,0.246,0.325
47133,0.12,0.131,0.228,0.128,0.393
47135,0.18,0.148,0.137,0.159,0.376
47137,0.105,0.128,0.219,0.133,0.416
47139,0.089,0.069,0.15,0.24,0.452
47141,0.16,0.164,0.207,0.099,0.369
47143,0.096,0.154,0.113,0.154,0.483
47145,0.074,0.142,0.105,0.274,0.405
47147,0.187,0.069,0.081,0.159,0.504
47149,0.081,0.073,0.121,0.215,0.51
47151,0.121,0.144,0.154,0.219,0.362
47153,0.108,0.087,0.177,0.289,0.339
47155,0.039,0.072,0.15,0.183,0.556
47157,0.034,0.025,0.105,0.184,0.653
47159,0.088,0.091,0.202,0.113,0.507
47161,0.071,0.045,0.15,0.214,0.521
47163,0.096,0.091,0.143,0.187,0.483
47165,0.104,0.069,0.14,0.196,0.49
47167,0.081,0.025,0.223,0.138,0.533
47169,0.112,0.063,0.241,0.133,0.452
47171,0.049,0.041,0.108,0.306,0.497
47173,0.086,0.145,0.167,0.181,0.421
47175,0.145,0.147,0.147,0.239,0.323
47177,0.14,0.107,0.189,0.212,0.352
47179,0.061,0.074,0.166,0.218,0.48
47181,0.089,0.215,0.136,0.147,0.414
47183,0.093,0.135,0.228,0.251,0.292
47185,0.185,0.205,0.162,0.115,0.333
47187,0.019,0.073,0.091,0.212,0.604
47189,0.105,0.035,0.099,0.192,0.568
48001,0.172,0.104,0.095,0.088,0.541
48003,0.09,0.044,0.067,0.202,0.597
48005,0.121,0.064,0.079,0.2,0.536
48007,0.006,0.005,0.17,0.074,0.746
48009,0.081,0.053,0.099,0.091,0.676
48011,0.08,0.066,0.116,0.25,0.488
48013,0.001,0.01,0.032,0.156,0.802
48015,0.006,0.024,0.054,0.224,0.692
48017,0.018,0.106,0.06,0.217,0.598
48019,0.073,0.018,0.07,0.09,0.749
48021,0.007,0.02,0.084,0.161,0.729
48023,0.066,0.075,0.134,0.104,0.62
48025,0.001,0.003,0.052,0.19,0.753
48027,0.01,0.035,0.078,0.205,0.672
48029,0.015,0.016,0.057,0.09,0.822
48031,0.005,0.019,0.115,0.074,0.788
48033,0.039,0.115,0.125,0.107,0.614
48035,0.031,0.154,0.102,0.248,0.465
48037,0.058,0.134,0.114,0.221,0.473
48039,0.021,0.042,0.075,0.17,0.691
48041,0.012,0.038,0.067,0.347,0.537
48043,0.011,0.012,0.077,0.172,0.728
48045,0.105,0.077,0.113,0.187,0.518
48047,0.061,0.004,0.166,0.09,0.678
48049,0.085,0.077,0.066,0.239,0.534
48051,0.02,0.072,0.071,0.281,0.555
48053,0.031,0.039,0.055,0.194,0.682
48055,0.001,0.001,0.063,0.185,0.751
48057,0.019,0.028,0.179,0.071,0.703
48059,0.049,0.06,0.119,0.205,0.567
48061,0.035,0.061,0.034,0.056,0.813
48063,0.017,0.064,0.213,0.235,0.471
48065,0.099,0.064,0.124,0.252,0.462
48067,0.034,0.145,0.17,0.209,0.441
48069,0.057,0.051,0.043,0.296,0.553
48071,0.027,0.094,0.078,0.201,0.6
48073,0.123,0.063,0.148,0.192,0.475
48075,0.147,0.124,0.189,0.206,0.334
48077,0.066,0.049,0.105,0.087,0.693
48079,0.029,0.078,0.068,0.229,0.595
48081,0.039,0.056,0.093,0.241,0.572
48083,0.053,0.048,0.084,0.259,0.556
48085,0.021,0.026,0.054,0.181,0.719
48087,0.239,0.142,0.176,0.16,0.284
48089,0.004,0.044,0.078,0.228,0.645
48091,0.007,0.044,0.063,0.146,0.74
48093,0.045,0.075,0.059,0.2,0.621
48095,0.012,0.029,0.072,0.279,0.607
48097,0.118,0.026,0.056,0.207,0.594
48099,0.015,0.027,0.142,0.194,0.622
48101,0.107,0.106,0.188,0.176,0.423
48103,0.08,0.056,0.096,0.199,0.57
48105,0.026,0.071,0.072,0.225,0.606
48107,0.031,0.071,0.058,0.227,0.613
48109,0.125,0.006,0.039,0.176,0.654
48111,0.119,0.074,0.123,0.289,0.396
48113,0.024,0.019,0.059,0.141,0.757
48115,0.03,0.023,0.074,0.115,0.759
48117,0.063,0.063,0.095,0.284,0.494
48119,0.04,0.074,0.094,0.285,0.507
48121,0.016,0.025,0.046,0.204,0.709
48123,0.003,0.019,0.091,0.061,0.827
48125,0.032,0.071,0.111,0.254,0.532
48127,0.021,0.059,0.097,0.133,0.69
48129,0.139,0.065,0.147,0.21,0.439
48131,0.122,0.003,0.132,0.053,0.691
48133,0.055,0.089,0.104,0.195,0.557
48135,0.085,0.047,0.076,0.204,0.588
48137,0.016,0.047,0.145,0.101,0.691
48139,0.027,0.017,0.044,0.19,0.722
48141,0.007,0.007,0.033,0.075,0.877
48143,0.017,0.096,0.075,0.202,0.609
48145,0.009,0.029,0.061,0.187,0.715
48147,0.117,0.126,0.131,0.226,0.4
48149,0.006,0.05,0.259,0.142,0.543
48151,0.097,0.097,0.109,0.186,0.51
48153,0.049,0.063,0.043,0.216,0.629
48155,0.045,0.101,0.23,0.147,0.477
48157,0.024,0.03,0.057,0.115,0.774
48159,0.013,0.055,0.131,0.327,0.474
48161,0.025,0.121,0.085,0.137,0.632
48163,0.136,0.007,0.038,0.108,0.71
48165,0.121,0.034,0.033,0.176,0.636
48167,0.033,0.037,0.105,0.207,0.617
48169,0.034,0.079,0.067,0.207,0.612
48171,0.095,0.091,0.107,0.114,0.592
48173,0.069,0.054,0.058,0.234,0.586
48175,0.001,0.025,0.16,0.077,0.737
48177,0.001,0.001,0.091,0.078,0.828
48179,0.139,0.069,0.134,0.222,0.436
48181,0.064,0.063,0.095,0.247,0.53
48183,0.053,0.064,0.074,0.186,0.623
48185,0.025,0.047,0.04,0.348,0.54
48187,0.027,0.022,0.032,0.125,0.794
48189,0.066,0.058,0.028,0.239,0.609
48191,0.179,0.065,0.19,0.157,0.41
48193,0.019,0.085,0.137,0.267,0.493
48195,0.136,0.076,0.126,0.234,0.428
48197,0.042,0.116,0.237,0.223,0.381
48199,0.021,0.054,0.102,0.187,0.636
48201,0.019,0.024,0.069,0.152,0.736
48203,0.086,0.037,0.088,0.19,0.599
48205,0.1,0.07,0.116,0.28,0.434
48207,0.087,0.128,0.137,0.209,0.439
48209,0,0.007,0.022,0.115,0.855
48211,0.189,0.125,0.139,0.138,0.409
48213,0.043,0.072,0.127,0.197,0.56
48215,0.055,0.003,0.033,0.084,0.826
48217,0.047,0.083,0.029,0.242,0.599
48219,0.031,0.072,0.06,0.237,0.6
48221,0.009,0.122,0.135,0.124,0.61
48223,0.054,0.026,0.062,0.369,0.488
48225,0.182,0.09,0.104,0.15,0.474
48227,0.063,0.063,0.061,0.218,0.596
48229,0.013,0.003,0.076,0.029,0.88
48231,0.069,0.072,0.082,0.285,0.492
48233,0.112,0.064,0.128,0.249,0.447
48235,0.009,0.047,0.058,0.276,0.61
48237,0.009,0.018,0.012,0.37,0.592
48239,0.02,0.062,0.146,0.075,0.696
48241,0.04,0.055,0.068,0.125,0.712
48243,0.009,0.005,0.038,0.186,0.763
48245,0.036,0.075,0.11,0.171,0.608
48247,0.071,0.003,0.079,0.099,0.748
48249,0.057,0.007,0.137,0.051,0.748
48251,0.024,0.079,0.056,0.199,0.642
48253,0.064,0.079,0.121,0.193,0.543
48255,0,0.001,0.104,0.145,0.75
48257,0.063,0.058,0.041,0.155,0.682
48259,0.002,0.059,0.076,0.158,0.705
48261,0.04,0.01,0.08,0.098,0.772
48263,0.069,0.168,0.172,0.167,0.424
48265,0.059,0.149,0.167,0.154,0.472
48267,0.036,0.126,0.165,0.207,0.466
48269,0.065,0.108,0.177,0.254,0.397
48271,0.004,0.059,0.121,0.084,0.733
48273,0.063,0.015,0.075,0.121,0.726
48275,0.063,0.105,0.184,0.145,0.502
48277,0.054,0.095,0.135,0.238,0.478
48279,0.038,0.065,0.046,0.255,0.597
48281,0.024,0.019,0.077,0.233,0.648
48283,0.152,0.002,0.083,0.097,0.667
48285,0.008,0.029,0.114,0.114,0.736
48287,0.035,0.122,0.148,0.142,0.553
48289,0.089,0.078,0.111,0.192,0.531
48291,0.019,0.034,0.114,0.182,0.65
48293,0.005,0.086,0.061,0.087,0.762
48295,0.147,0.143,0.099,0.195,0.415
48297,0.005,0.003,0.081,0.189,0.722
48299,0.08,0.036,0.056,0.214,0.615
48301,0.109,0.047,0.081,0.221,0.543
48303,0.031,0.072,0.056,0.232,0.61
48305,0.032,0.068,0.054,0.222,0.624
48307,0.031,0.053,0.09,0.34,0.486
48309,0.022,0.049,0.046,0.161,0.721
48311,0.043,0.002,0.21,0.203,0.542
48313,0.065,0.032,0.097,0.337,0.469
48315,0.076,0.067,0.118,0.211,0.528
48317,0.075,0.043,0.056,0.235,0.591
48319,0.043,0.091,0.163,0.247,0.456
48321,0.004,0.051,0.113,0.161,0.67
48323,0.005,0.091,0.129,0.13,0.645
48325,0.006,0.017,0.07,0.155,0.753
48327,0.013,0.048,0.088,0.289,0.562
48329,0.083,0.044,0.066,0.219,0.588
48331,0.006,0.019,0.07,0.228,0.679
48333,0.041,0.117,0.062,0.261,0.518
48335,0.168,0.131,0.087,0.126,0.489
48337,0.041,0.08,0.129,0.22,0.529
48339,0.031,0.073,0.061,0.145,0.69
48341,0.101,0.064,0.123,0.27,0.441
48343,0.038,0.116,0.21,0.176,0.46
48345,0.067,0.053,0.084,0.206,0.591
48347,0.094,0.06,0.097,0.221,0.528
48349,0.006,0.024,0.114,0.217,0.639
48351,0.057,0.049,0.11,0.152,0.631
48353,0.09,0.072,0.108,0.187,0.544
48355,0.024,0.034,0.028,0.079,0.835
48357,0.15,0.104,0.105,0.201,0.439
48359,0.084,0.065,0.109,0.278,0.464
48361,0.051,0.07,0.105,0.157,0.618
48363,0.027,0.023,0.029,0.181,0.74
48365,0.027,0.033,0.211,0.281,0.448
48367,0.02,0.048,0.055,0.206,0.671
48369,0.033,0.081,0.089,0.277,0.521
48371,0.05,0.051,0.15,0.197,0.551
48373,0.016,0.099,0.052,0.144,0.689
48375,0.067,0.063,0.113,0.272,0.485
48377,0.003,0.003,0.032,0.174,0.789
48379,0.143,0.062,0.038,0.245,0.512
48381,0.063,0.063,0.109,0.274,0.491
48383,0.058,0.061,0.064,0.237,0.58
48385,0.03,0.065,0.164,0.187,0.554
48387,0.059,0.136,0.098,0.254,0.452
48389,0.07,0.04,0.086,0.204,0.6
48391,0.002,0.011,0.235,0.073,0.678
48393,0.16,0.074,0.133,0.205,0.427
48395,0.014,0.041,0.055,0.334,0.555
48397,0.033,0.041,0.101,0.18,0.645
48399,0.033,0.039,0.104,0.228,0.596
48401,0.038,0.04,0.101,0.331,0.491
48403,0.105,0.046,0.103,0.15,0.596
48405,0.096,0.033,0.07,0.222,0.58
48407,0.009,0.064,0.082,0.112,0.733
48409,0.015,0.02,0.053,0.074,0.838
48411,0.026,0.101,0.099,0.255,0.519
48413,0.002,0.029,0.054,0.271,0.644
48415,0.143,0.177,0.127,0.09,0.463
48417,0.061,0.099,0.14,0.183,0.518
48419,0.025,0.035,0.117,0.369,0.453
48421,0.125,0.073,0.129,0.267,0.406
48423,0.108,0.091,0.104,0.168,0.529
48425,0.027,0.161,0.133,0.201,0.477
48427,0.039,0.008,0.023,0.1,0.831
48429,0.058,0.149,0.221,0.127,0.445
48431,0.032,0.077,0.067,0.252,0.572
48433,0.084,0.122,0.12,0.224,0.449
48435,0.009,0.042,0.08,0.209,0.659
48437,0.084,0.075,0.053,0.255,0.532
48439,0.023,0.034,0.077,0.144,0.722
48441,0.054,0.059,0.12,0.191,0.575
48443,0.021,0.061,0.167,0.154,0.597
48445,0.034,0.066,0.061,0.226,0.613
48447,0.073,0.135,0.172,0.118,0.501
48449,0.019,0.117,0.191,0.264,0.409
48451,0.007,0.038,0.071,0.271,0.613
48453,0.015,0.008,0.024,0.158,0.795
48455,0.052,0.077,0.065,0.181,0.625
48457,0.021,0.066,0.054,0.155,0.703
48459,0.051,0.076,0.104,0.179,0.59
48461,0.077,0.058,0.088,0.21,0.567
48463,0.014,0.022,0.136,0.081,0.747
48465,0.003,0.05,0.09,0.072,0.784
48467,0.138,0.143,0.151,0.161,0.407
48469,0.008,0.039,0.138,0.058,0.757
48471,0.029,0.058,0.079,0.179,0.655
48473,0.016,0.06,0.07,0.236,0.618
48475,0.08,0.052,0.094,0.197,0.577
48477,0.02,0.031,0.087,0.328,0.534
48479,0.033,0,0.064,0.136,0.767
48481,0.011,0.072,0.076,0.216,0.625
48483,0.23,0.139,0.158,0.126,0.346
48485,0.073,0.046,0.096,0.092,0.692
48487,0.046,0.081,0.171,0.168,0.535
48489,0.034,0.015,0.067,0.064,0.82
48491,0.016,0.033,0.065,0.177,0.708
48493,0,0.003,0.072,0.208,0.716
48495,0.087,0.05,0.086,0.196,0.581
48497,0.008,0.127,0.046,0.17,0.649
48499,0.046,0.073,0.071,0.283,0.526
48501,0.084,0.035,0.065,0.254,0.561
48503,0.062,0.063,0.086,0.144,0.645
48505,0.047,0.001,0.035,0.138,0.779
48507,0.036,0.075,0.115,0.138,0.635
49001,0.099,0.026,0.271,0.283,0.32
49003,0.084,0.116,0.111,0.27,0.419
49005,0.09,0.108,0.08,0.31,0.411
49007,0.107,0.134,0.114,0.293,0.353
49009,0.091,0.296,0.102,0.33,0.181
49011,0.035,0.055,0.077,0.314,0.518
49013,0.051,0.259,0.033,0.469,0.188
49015,0.122,0.109,0.106,0.239,0.424
49017,0.062,0.056,0.232,0.264,0.386
49019,0.056,0.111,0.098,0.176,0.558
49021,0.065,0.036,0.22,0.262,0.417
49023,0.335,0.023,0.079,0.193,0.369
49025,0.061,0.041,0.226,0.227,0.445
49027,0.432,0.023,0.088,0.171,0.286
49029,0.092,0.155,0.053,0.37,0.33
49031,0.097,0.061,0.266,0.3,0.276
49033,0.077,0.113,0.062,0.327,0.421
49035,0.028,0.032,0.094,0.202,0.644
49037,0.04,0.064,0.042,0.21,0.644
49039,0.107,0.043,0.104,0.273,0.473
49041,0.152,0.096,0.171,0.3,0.282
49043,0.018,0.1,0.054,0.177,0.651
49045,0.002,0.114,0.141,0.212,0.532
49047,0.121,0.269,0.046,0.389,0.175
49049,0.068,0.035,0.195,0.244,0.458
49051,0.039,0.063,0.056,0.254,0.588
49053,0.034,0.056,0.123,0.269,0.518
49055,0.068,0.129,0.114,0.269,0.42
49057,0.066,0.089,0.072,0.287,0.486
50001,0.029,0.045,0.086,0.139,0.702
50003,0.028,0.058,0.061,0.084,0.77
50005,0.076,0.121,0.078,0.154,0.57
50007,0.031,0.07,0.065,0.115,0.718
50009,0.054,0.075,0.083,0.158,0.631
50011,0.042,0.058,0.056,0.134,0.71
50013,0.031,0.039,0.088,0.113,0.729
50015,0.027,0.181,0.062,0.141,0.59
50017,0.029,0.095,0.073,0.107,0.696
50019,0.07,0.174,0.061,0.149,0.546
50021,0.031,0.037,0.088,0.205,0.639
50023,0.051,0.19,0.104,0.05,0.604
50025,0.075,0.031,0.035,0.151,0.708
50027,0.061,0.055,0.03,0.227,0.627
51001,0.001,0.019,0.055,0.1,0.824
51003,0.023,0.022,0.054,0.093,0.81
51005,0.145,0.034,0.123,0.174,0.525
51007,0.013,0.069,0.116,0.13,0.672
51009,0.064,0.033,0.074,0.204,0.625
51011,0.063,0.018,0.105,0.204,0.61
51013,0.01,0.018,0.035,0.187,0.75
51015,0.029,0.037,0.061,0.173,0.701
51017,0.099,0.045,0.121,0.165,0.57
51019,0.052,0.09,0.115,0.248,0.495
51021,0.081,0.114,0.2,0.166,0.44
51023,0.043,0.079,0.106,0.221,0.551
51025,0.006,0.003,0.158,0.145,0.688
51027,0.037,0.099,0.219,0.181,0.463
51029,0.02,0.01,0.124,0.132,0.714
51031,0.07,0.04,0.083,0.222,0.585
51033,0.047,0.032,0.031,0.14,0.75
51035,0.064,0.073,0.084,0.285,0.496
51036,0.017,0.02,0.103,0.177,0.683
51037,0.084,0.025,0.148,0.133,0.61
51041,0.026,0.03,0.08,0.216,0.649
51043,0.013,0.036,0.057,0.154,0.74
51045,0.017,0.022,0.148,0.182,0.632
51047,0.053,0.068,0.013,0.213,0.653
51049,0.012,0.055,0.098,0.137,0.699
51051,0.031,0.129,0.129,0.182,0.528
51053,0.022,0.016,0.104,0.193,0.664
51057,0.016,0.081,0.181,0.16,0.563
51059,0.018,0.016,0.054,0.163,0.748
51061,0.04,0.013,0.042,0.133,0.772
51063,0.079,0.063,0.092,0.256,0.51
51065,0.037,0.014,0.077,0.1,0.772
51067,0.074,0.098,0.069,0.189,0.57
51069,0.026,0.048,0.048,0.264,0.614
51071,0.066,0.09,0.14,0.137,0.567
51073,0.003,0.004,0.035,0.234,0.724
51075,0.034,0.043,0.065,0.097,0.761
51077,0.141,0.065,0.07,0.196,0.527
51079,0.011,0.038,0.052,0.153,0.747
51081,0.014,0.002,0.145,0.158,0.681
51083,0.092,0.028,0.072,0.165,0.643
51085,0.043,0.052,0.087,0.25,0.568
51087,0.04,0.037,0.071,0.191,0.662
51089,0.063,0.085,0.132,0.154,0.566
51091,0.059,0.041,0.103,0.197,0.599
51093,0.039,0.055,0.059,0.277,0.569
51095,0.006,0.008,0.005,0.231,0.75
51097,0.007,0.041,0.149,0.191,0.612
51099,0.151,0.044,0.086,0.053,0.666
51101,0.012,0.072,0.201,0.169,0.546
51103,0.001,0.022,0.121,0.178,0.678
51105,0.107,0.135,0.072,0.104,0.582
51107,0.014,0.012,0.038,0.173,0.763
51109,0.025,0.045,0.036,0.146,0.748
51111,0.068,0.006,0.134,0.143,0.649
51113,0.017,0.097,0.064,0.154,0.668
51115,0.001,0.001,0.049,0.19,0.76
51117,0.063,0.022,0.128,0.14,0.648
51119,0.001,0.004,0.103,0.237,0.654
51121,0.056,0.042,0.09,0.171,0.64
51125,0.011,0.015,0.106,0.167,0.701
51127,0.008,0.035,0.079,0.17,0.708
51131,0.001,0.037,0.089,0.112,0.761
51133,0.017,0.038,0.095,0.141,0.71
51135,0.044,0.014,0.099,0.182,0.661
51137,0.033,0.132,0.038,0.153,0.643
51139,0.025,0.052,0.237,0.166,0.52
51141,0.042,0.098,0.166,0.203,0.491
51143,0.106,0.045,0.147,0.135,0.567
51145,0.012,0.092,0.074,0.162,0.66
51147,0.059,0.009,0.138,0.154,0.64
51149,0.033,0.033,0.127,0.189,0.619
51153,0.047,0.027,0.055,0.11,0.761
51155,0.083,0.055,0.166,0.173,0.523
51157,0.023,0.019,0.077,0.164,0.717
51159,0.015,0.07,0.109,0.167,0.64
51161,0.065,0.045,0.077,0.205,0.607
51163,0.015,0.112,0.068,0.13,0.675
51165,0.034,0.062,0.139,0.212,0.553
51167,0.082,0.137,0.212,0.24,0.329
51169,0.074,0.124,0.121,0.157,0.523
51171,0.023,0.039,0.136,0.288,0.514
51173,0.087,0.079,0.237,0.182,0.415
51175,0.019,0.013,0.063,0.216,0.69
51177,0.05,0.019,0.03,0.115,0.785
51179,0.045,0.035,0.097,0.095,0.728
51181,0.006,0.021,0.003,0.249,0.721
51183,0.012,0.012,0.06,0.218,0.698
51185,0.062,0.104,0.264,0.16,0.41
51187,0.027,0.017,0.088,0.2,0.669
51191,0.123,0.099,0.144,0.266,0.368
51193,0.079,0.036,0.127,0.127,0.631
51195,0.025,0.075,0.099,0.158,0.643
51197,0.096,0.075,0.172,0.21,0.447
51199,0.006,0.021,0.024,0.162,0.786
51510,0.032,0.02,0.065,0.17,0.712
51520,0.174,0.125,0.075,0.273,0.352
51530,0.018,0.15,0.068,0.125,0.639
51540,0.023,0.019,0.05,0.075,0.833
51550,0.018,0.025,0.095,0.182,0.68
51570,0.044,0.045,0.126,0.177,0.608
51580,0.184,0.017,0.133,0.188,0.478
51590,0.087,0.043,0.209,0.127,0.534
51595,0.015,0.001,0.148,0.148,0.687
51600,0.025,0.015,0.075,0.173,0.712
51610,0.007,0.033,0.038,0.158,0.765
51620,0.01,0.027,0.115,0.192,0.656
51630,0.038,0.007,0.034,0.136,0.784
51640,0.071,0.086,0.049,0.243,0.551
51650,0.008,0.025,0.078,0.118,0.771
51660,0.029,0.066,0.129,0.205,0.571
51670,0.038,0.038,0.149,0.187,0.588
51678,0.01,0.146,0.059,0.121,0.663
51680,0.07,0.031,0.073,0.222,0.603
51683,0.033,0.023,0.027,0.175,0.742
51685,0.071,0.025,0.017,0.167,0.72
51690,0.063,0.076,0.134,0.163,0.564
51700,0.01,0.038,0.035,0.145,0.772
51710,0.004,0.03,0.087,0.215,0.664
51720,0.017,0.056,0.085,0.155,0.687
51730,0.034,0.033,0.116,0.177,0.64
51735,0.004,0.014,0.073,0.219,0.69
51740,0,0.019,0.122,0.225,0.634
51750,0.075,0.045,0.11,0.177,0.593
51760,0.06,0.031,0.092,0.275,0.541
51770,0.07,0.05,0.088,0.212,0.58
51775,0.064,0.039,0.068,0.199,0.63
51790,0.027,0.039,0.057,0.158,0.718
51800,0.007,0.048,0.171,0.208,0.565
51810,0.017,0.041,0.062,0.202,0.678
51820,0.027,0.028,0.049,0.186,0.71
51830,0.005,0.009,0.001,0.249,0.737
51840,0.025,0.056,0.032,0.277,0.611
53001,0.077,0.051,0.072,0.076,0.724
53003,0.014,0.029,0.115,0.32,0.522
53005,0.084,0.011,0.064,0.08,0.761
53007,0.062,0.048,0.029,0.297,0.564
53009,0.001,0,0.028,0.225,0.746
53011,0.02,0.021,0.048,0.17,0.741
53013,0.08,0.031,0.079,0.223,0.586
53015,0.041,0.02,0.098,0.216,0.625
53017,0.067,0.047,0.042,0.271,0.573
53019,0.082,0.066,0.082,0.204,0.565
53021,0.106,0.013,0.059,0.069,0.753
53023,0.031,0.029,0.085,0.292,0.563
53025,0.032,0.052,0.108,0.146,0.661
53027,0.03,0.009,0.087,0.213,0.662
53029,0.015,0.009,0.066,0.15,0.759
53031,0.011,0,0.064,0.171,0.754
53033,0.016,0.02,0.05,0.191,0.724
53035,0.024,0.003,0.051,0.136,0.786
53037,0.032,0.084,0.033,0.179,0.672
53039,0.038,0.029,0.113,0.288,0.532
53041,0.033,0.112,0.128,0.111,0.616
53043,0.017,0.086,0.023,0.108,0.765
53045,0.011,0.024,0.091,0.152,0.721
53047,0.042,0.066,0.075,0.199,0.617
53049,0.082,0.016,0.128,0.063,0.712
53051,0.027,0.122,0.052,0.212,0.587
53053,0.028,0.057,0.103,0.206,0.606
53055,0.015,0.004,0.021,0.229,0.73
53057,0.035,0.097,0.037,0.177,0.653
53059,0.019,0.048,0.092,0.08,0.76
53061,0.017,0.014,0.056,0.191,0.721
53063,0.033,0.057,0.08,0.151,0.679
53065,0.05,0.039,0.069,0.257,0.585
53067,0.022,0.051,0.109,0.132,0.685
53069,0.045,0.057,0.079,0.161,0.658
53071,0.083,0.022,0.061,0.193,0.641
53073,0.042,0.028,0.061,0.122,0.747
53075,0.002,0.009,0.049,0.31,0.629
53077,0.012,0.035,0.069,0.143,0.74
54001,0.092,0.031,0.071,0.287,0.519
54003,0.065,0.049,0.196,0.166,0.524
54005,0.097,0.138,0.093,0.197,0.475
54007,0.102,0.131,0.167,0.202,0.398
54009,0.067,0.11,0.195,0.192,0.436
54011,0.092,0.09,0.154,0.186,0.476
54013,0.085,0.07,0.227,0.21,0.408
54015,0.098,0.097,0.162,0.152,0.491
54017,0.187,0.011,0.075,0.307,0.42
54019,0.14,0.088,0.226,0.137,0.409
54021,0.141,0.076,0.144,0.236,0.403
54023,0.1,0.232,0.067,0.193,0.407
54025,0.07,0.03,0.113,0.233,0.554
54027,0.021,0.035,0.088,0.236,0.619
54029,0.072,0.128,0.151,0.19,0.459
54031,0.039,0.152,0.103,0.23,0.476
54033,0.132,0.021,0.071,0.319,0.457
54035,0.111,0.055,0.097,0.216,0.522
54037,0.041,0.038,0.2,0.169,0.552
54039,0.145,0.039,0.064,0.147,0.605
54041,0.161,0.029,0.068,0.288,0.454
54043,0.091,0.077,0.164,0.167,0.501
54045,0.082,0.11,0.116,0.247,0.445
54047,0.07,0.095,0.189,0.226,0.42
54049,0.069,0.06,0.111,0.281,0.479
54051,0.075,0.095,0.077,0.256,0.497
54053,0.081,0.095,0.195,0.149,0.481
54055,0.076,0.152,0.174,0.103,0.495
54057,0.033,0.016,0.042,0.234,0.674
54059,0.084,0.093,0.093,0.172,0.558
54061,0.046,0.077,0.139,0.221,0.517
54063,0.048,0.063,0.116,0.14,0.634
54065,0.025,0.085,0.169,0.258,0.463
54067,0.06,0.088,0.166,0.143,0.542
54069,0.108,0.068,0.092,0.243,0.49
54071,0.06,0.142,0.128,0.214,0.456
54073,0.088,0.108,0.17,0.287,0.346
54075,0.075,0.03,0.17,0.227,0.499
54077,0.057,0.028,0.087,0.247,0.58
