Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,35-44 years,22,613,35,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,45-54 years,72,1043,71,32,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,50-64 years,213,3196,268,105,15,390,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,55-64 years,168,2603,216,82,12,314,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,65-74 years,277,3746,339,139,11,488,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,75-84 years,387,3876,442,190,,647,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Male,85 years and over,313,2834,339,154,,501,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,All Ages,1207,14280,1271,486,38,2028,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,Under 1 year,0,80,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,0-17 years,0,130,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,1-4 years,0,18,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,5-14 years,0,20,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,15-24 years,,89,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,18-29 years,,156,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,25-34 years,,197,13,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,30-49 years,51,848,63,22,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,35-44 years,18,392,25,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,45-54 years,41,754,71,23,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,50-64 years,134,2120,194,66,10,271,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,55-64 years,120,1704,153,57,,222,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,65-74 years,205,2756,261,93,10,383,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,75-84 years,320,3594,341,135,,532,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Female,85 years and over,493,4676,399,166,,734,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,All Sexes,All Ages,18505,247018,24602,10337,583,33351,
12/02/2020,02/01/2020,11/28/2020,California,Male,All Ages,10743,132124,13972,6151,308,18870,
12/02/2020,02/01/2020,11/28/2020,California,Male,Under 1 year,,752,13,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,0-17 years,,1421,27,0,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,1-4 years,0,152,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,5-14 years,,240,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,15-24 years,29,2334,46,13,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,18-29 years,76,4097,95,27,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,25-34 years,135,4374,148,58,,234,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Male,30-49 years,848,11663,861,467,25,1267,
12/02/2020,02/01/2020,11/28/2020,California,Male,35-44 years,364,5594,382,198,11,559,
12/02/2020,02/01/2020,11/28/2020,California,Male,45-54 years,968,9359,966,553,34,1415,
12/02/2020,02/01/2020,11/28/2020,California,Male,50-64 years,2546,25720,2779,1488,95,3932,
12/02/2020,02/01/2020,11/28/2020,California,Male,55-64 years,1975,20096,2197,1160,71,3083,
12/02/2020,02/01/2020,11/28/2020,California,Male,65-74 years,2602,27563,3273,1529,64,4408,
12/02/2020,02/01/2020,11/28/2020,California,Male,75-84 years,2460,29762,3578,1457,58,4639,
12/02/2020,02/01/2020,11/28/2020,California,Male,85 years and over,2208,31898,3359,1183,52,4436,
12/02/2020,02/01/2020,11/28/2020,California,Female,All Ages,7762,114891,10630,4186,275,14481,
12/02/2020,02/01/2020,11/28/2020,California,Female,Under 1 year,0,604,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Female,0-17 years,,1020,19,0,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Female,1-4 years,,97,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Female,5-14 years,0,185,11,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Female,15-24 years,26,747,24,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Female,18-29 years,51,1308,62,23,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Female,25-34 years,76,1578,89,35,10,140,
12/02/2020,02/01/2020,11/28/2020,California,Female,30-49 years,347,5478,421,173,24,619,
12/02/2020,02/01/2020,11/28/2020,California,Female,35-44 years,161,2563,200,85,10,286,
12/02/2020,02/01/2020,11/28/2020,California,Female,45-54 years,370,5190,467,207,22,652,
12/02/2020,02/01/2020,11/28/2020,California,Female,50-64 years,1066,14647,1465,639,59,1951,
12/02/2020,02/01/2020,11/28/2020,California,Female,55-64 years,833,11489,1169,501,46,1547,
12/02/2020,02/01/2020,11/28/2020,California,Female,65-74 years,1430,18771,2014,856,48,2636,
12/02/2020,02/01/2020,11/28/2020,California,Female,75-84 years,1935,26802,2692,1067,70,3630,
12/02/2020,02/01/2020,11/28/2020,California,Female,85 years and over,2930,46865,3957,1428,63,5522,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,California,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,California,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,All Sexes,All Ages,2708,37192,2998,1341,96,4456,
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,All Ages,1489,19820,1671,780,48,2426,
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,Under 1 year,0,130,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,0-17 years,,283,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,1-4 years,0,26,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,5-14 years,,51,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,15-24 years,,441,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,18-29 years,,750,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,25-34 years,,814,21,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,30-49 years,72,2014,91,32,,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,35-44 years,26,996,43,12,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,45-54 years,91,1410,89,42,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,50-64 years,247,3766,288,124,15,426,
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,55-64 years,199,2945,231,99,11,342,
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,65-74 years,332,4186,412,185,10,569,
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,75-84 years,411,4486,471,236,,650,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Male,85 years and over,417,4335,398,199,10,624,
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,All Ages,1219,17371,1327,561,48,2030,
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,Under 1 year,0,129,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,0-17 years,,199,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,1-4 years,0,10,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,5-14 years,0,26,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,15-24 years,,162,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,18-29 years,,250,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,25-34 years,,318,13,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,30-49 years,27,1007,55,12,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,35-44 years,14,469,27,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,45-54 years,33,852,52,16,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,50-64 years,91,2247,159,52,14,212,
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,55-64 years,68,1737,124,40,11,163,
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,65-74 years,184,2920,222,90,,323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,75-84 years,346,4049,377,158,,570,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Female,85 years and over,568,6699,504,249,13,836,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
