county,state,population2013,Core_Based_Statistical_Area
Franklin,Mississippi,7931,
George,Mississippi,23159,
Greene,Mississippi,14244,
Grenada,Mississippi,21612,"Grenada, MS Micropolitan Statistical Area"
Hancock,Mississippi,45566,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Harrison,Mississippi,196500,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Hinds,Mississippi,244899,"Jackson, MS Metropolitan Statistical Area"
Holmes,Mississippi,18428,
Humphreys,Mississippi,8922,
Issaquena,Mississippi,1395,
Itawamba,Mississippi,23434,"Tupelo, MS Micropolitan Statistical Area"
Jackson,Mississippi,140450,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Jasper,Mississippi,16470,"Laurel, MS Micropolitan Statistical Area"
Jefferson,Mississippi,7629,
Jefferson Davis,Mississippi,11948,
Jones,Mississippi,68961,"Laurel, MS Micropolitan Statistical Area"
Kemper,Mississippi,10294,"Meridian, MS Micropolitan Statistical Area"
Lafayette,Mississippi,51318,"Oxford, MS Micropolitan Statistical Area"
Lamar,Mississippi,58801,"Hattiesburg, MS Metropolitan Statistical Area"
Lauderdale,Mississippi,80254,"Meridian, MS Micropolitan Statistical Area"
Lawrence,Mississippi,12514,
Leake,Mississippi,23389,
Lee,Mississippi,85340,"Tupelo, MS Micropolitan Statistical Area"
Leflore,Mississippi,31607,"Greenwood, MS Micropolitan Statistical Area"
Lincoln,Mississippi,34810,"Brookhaven, MS Micropolitan Statistical Area"
Lowndes,Mississippi,59922,"Columbus, MS Micropolitan Statistical Area"
Madison,Mississippi,100412,"Jackson, MS Metropolitan Statistical Area"
Marion,Mississippi,26180,
Marshall,Mississippi,36515,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Monroe,Mississippi,36116,
Montgomery,Mississippi,10553,
Neshoba,Mississippi,29507,
Newton,Mississippi,21689,
Noxubee,Mississippi,11089,
Oktibbeha,Mississippi,49043,"Starkville, MS Micropolitan Statistical Area"
Panola,Mississippi,34402,
Pearl River,Mississippi,55072,"Picayune, MS Micropolitan Statistical Area"
Perry,Mississippi,12131,"Hattiesburg, MS Metropolitan Statistical Area"
Pike,Mississippi,40014,"McComb, MS Micropolitan Statistical Area"
Pontotoc,Mississippi,30897,"Tupelo, MS Micropolitan Statistical Area"
Prentiss,Mississippi,25388,
Quitman,Mississippi,7803,
Rankin,Mississippi,146767,"Jackson, MS Metropolitan Statistical Area"
Scott,Mississippi,28273,
Sharkey,Mississippi,4708,
Simpson,Mississippi,27500,"Jackson, MS Metropolitan Statistical Area"
Smith,Mississippi,16225,
Stone,Mississippi,18016,
Sunflower,Mississippi,27997,"Indianola, MS Micropolitan Statistical Area"
Tallahatchie,Mississippi,15081,
Tate,Mississippi,28373,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Tippah,Mississippi,22084,
Tishomingo,Mississippi,19529,
Tunica,Mississippi,10560,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Union,Mississippi,27754,
Walthall,Mississippi,14931,
Warren,Mississippi,48218,"Vicksburg, MS Micropolitan Statistical Area"
Washington,Mississippi,49688,"Greenville, MS Micropolitan Statistical Area"
Wayne,Mississippi,20539,
Webster,Mississippi,9987,
Wilkinson,Mississippi,9381,
Winston,Mississippi,18788,
Yalobusha,Mississippi,12373,
Yazoo,Mississippi,27883,"Jackson, MS Metropolitan Statistical Area"
Adair,Missouri,25572,"Kirksville, MO Micropolitan Statistical Area"
Andrew,Missouri,17445,"St. Joseph, MO-KS Metropolitan Statistical Area"
Atchison,Missouri,5449,
Audrain,Missouri,25661,"Mexico, MO Micropolitan Statistical Area"
Barry,Missouri,35572,
Barton,Missouri,12275,
Bates,Missouri,16550,"Kansas City, MO-KS Metropolitan Statistical Area"
Benton,Missouri,18932,
Bollinger,Missouri,12490,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
Boone,Missouri,170773,"Columbia, MO Metropolitan Statistical Area"
Buchanan,Missouri,89631,"St. Joseph, MO-KS Metropolitan Statistical Area"
Butler,Missouri,43083,"Poplar Bluff, MO Micropolitan Statistical Area"
Caldwell,Missouri,9097,"Kansas City, MO-KS Metropolitan Statistical Area"
Callaway,Missouri,44359,"Jefferson City, MO Metropolitan Statistical Area"
Camden,Missouri,43862,
Cape Girardeau,Missouri,77320,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
Carroll,Missouri,9127,
Carter,Missouri,6291,
Cass,Missouri,100641,"Kansas City, MO-KS Metropolitan Statistical Area"
Cedar,Missouri,13913,
Chariton,Missouri,7628,
Christian,Missouri,80899,"Springfield, MO Metropolitan Statistical Area"
Clark,Missouri,6910,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
Clay,Missouri,230473,"Kansas City, MO-KS Metropolitan Statistical Area"
Clinton,Missouri,20571,"Kansas City, MO-KS Metropolitan Statistical Area"
Cole,Missouri,76699,"Jefferson City, MO Metropolitan Statistical Area"
Cooper,Missouri,17647,
Crawford,Missouri,24543,
Dade,Missouri,7578,
Dallas,Missouri,16535,"Springfield, MO Metropolitan Statistical Area"
Daviess,Missouri,8294,
DeKalb,Missouri,12840,"St. Joseph, MO-KS Metropolitan Statistical Area"
Dent,Missouri,15730,
Douglas,Missouri,13515,
Dunklin,Missouri,31712,"Kennett, MO Micropolitan Statistical Area"
Franklin,Missouri,101816,"St. Louis, MO-IL Metropolitan Statistical Area"
Gasconade,Missouri,14901,
Gentry,Missouri,6775,
Greene,Missouri,283870,"Springfield, MO Metropolitan Statistical Area"
Grundy,Missouri,10355,
Harrison,Missouri,8741,
Henry,Missouri,22059,
Hickory,Missouri,9305,
Holt,Missouri,4568,
Howard,Missouri,10257,
Howell,Missouri,40393,"West Plains, MO Micropolitan Statistical Area"
Iron,Missouri,10344,
Jackson,Missouri,679996,"Kansas City, MO-KS Metropolitan Statistical Area"
Jasper,Missouri,116398,"Joplin, MO Metropolitan Statistical Area"
Jefferson,Missouri,221396,"St. Louis, MO-IL Metropolitan Statistical Area"
Johnson,Missouri,54572,"Warrensburg, MO Micropolitan Statistical Area"
Knox,Missouri,4067,
Laclede,Missouri,35667,"Lebanon, MO Micropolitan Statistical Area"
Lafayette,Missouri,32943,"Kansas City, MO-KS Metropolitan Statistical Area"
Lawrence,Missouri,38185,
Lewis,Missouri,10152,"Quincy, IL-MO Micropolitan Statistical Area"
Lincoln,Missouri,53860,"St. Louis, MO-IL Metropolitan Statistical Area"
Linn,Missouri,12368,
Livingston,Missouri,14871,
McDonald,Missouri,22558,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area"
Macon,Missouri,15544,
Madison,Missouri,12431,
Maries,Missouri,9018,
Marion,Missouri,28904,"Hannibal, MO Micropolitan Statistical Area"
Mercer,Missouri,3695,
Miller,Missouri,25092,
Mississippi,Missouri,14282,
Moniteau,Missouri,15748,"Jefferson City, MO Metropolitan Statistical Area"
Monroe,Missouri,8774,
Montgomery,Missouri,11965,
Morgan,Missouri,20265,
New Madrid,Missouri,18365,
Newton,Missouri,58845,"Joplin, MO Metropolitan Statistical Area"
Nodaway,Missouri,23261,"Maryville, MO Micropolitan Statistical Area"
Oregon,Missouri,10996,
Osage,Missouri,13688,"Jefferson City, MO Metropolitan Statistical Area"
Ozark,Missouri,9560,
Pemiscot,Missouri,17823,
Perry,Missouri,19072,
Pettis,Missouri,42205,"Sedalia, MO Micropolitan Statistical Area"
Phelps,Missouri,44807,"Rolla, MO Micropolitan Statistical Area"
Pike,Missouri,18669,
Platte,Missouri,93310,"Kansas City, MO-KS Metropolitan Statistical Area"
Polk,Missouri,30974,"Springfield, MO Metropolitan Statistical Area"
Pulaski,Missouri,53748,"Fort Leonard Wood, MO Micropolitan Statistical Area"
Putnam,Missouri,4875,
Ralls,Missouri,10192,"Hannibal, MO Micropolitan Statistical Area"
Randolph,Missouri,24940,"Moberly, MO Micropolitan Statistical Area"
Ray,Missouri,23039,"Kansas City, MO-KS Metropolitan Statistical Area"
Reynolds,Missouri,6599,
Ripley,Missouri,14032,
St. Charles,Missouri,373495,"St. Louis, MO-IL Metropolitan Statistical Area"
St. Clair,Missouri,9487,
Ste. Genevieve,Missouri,17778,
St. Francois,Missouri,66215,"Farmington, MO Micropolitan Statistical Area"
St. Louis,Missouri,1001444,"St. Louis, MO-IL Metropolitan Statistical Area"
Saline,Missouri,23252,"Marshall, MO Micropolitan Statistical Area"
Schuyler,Missouri,4358,"Kirksville, MO Micropolitan Statistical Area"
Scotland,Missouri,4921,
Scott,Missouri,39290,"Sikeston, MO Micropolitan Statistical Area"
Shannon,Missouri,8297,
Shelby,Missouri,6177,
Stoddard,Missouri,29780,
Stone,Missouri,31297,"Branson, MO Micropolitan Statistical Area"
Sullivan,Missouri,6448,
Taney,Missouri,53575,"Branson, MO Micropolitan Statistical Area"
Texas,Missouri,25636,
Vernon,Missouri,20949,
Warren,Missouri,32999,"St. Louis, MO-IL Metropolitan Statistical Area"
Washington,Missouri,25172,
Wayne,Missouri,13404,
Webster,Missouri,36466,"Springfield, MO Metropolitan Statistical Area"
Worth,Missouri,2090,
Wright,Missouri,18473,
"St. Louis, City of",Missouri,318416,"St. Louis, MO-IL Metropolitan Statistical Area"
Beaverhead,Montana,9341,
Big Horn,Montana,13042,
Blaine,Montana,6604,
Broadwater,Montana,5692,
Carbon,Montana,10340,"Billings, MT Metropolitan Statistical Area"
Carter,Montana,1174,
Cascade,Montana,82384,"Great Falls, MT Metropolitan Statistical Area"
Chouteau,Montana,5849,
Custer,Montana,11951,
Daniels,Montana,1791,
Dawson,Montana,9445,
Deer Lodge,Montana,9329,
Fallon,Montana,3079,
Fergus,Montana,11501,
Flathead,Montana,93068,"Kalispell, MT Micropolitan Statistical Area"
Gallatin,Montana,94720,"Bozeman, MT Micropolitan Statistical Area"
Garfield,Montana,1290,
Glacier,Montana,13739,
Golden Valley,Montana,859,"Billings, MT Metropolitan Statistical Area"
Granite,Montana,3138,
Hill,Montana,16568,
Jefferson,Montana,11512,"Helena, MT Micropolitan Statistical Area"
Judith Basin,Montana,2016,
Lake,Montana,29017,
Lewis and Clark,Montana,65338,"Helena, MT Micropolitan Statistical Area"
Liberty,Montana,2369,
Lincoln,Montana,19460,
McCone,Montana,1709,
Madison,Montana,7712,
Meagher,Montana,1937,
Mineral,Montana,4275,
Missoula,Montana,111807,"Missoula, MT Metropolitan Statistical Area"
Musselshell,Montana,4629,
Park,Montana,15682,
Petroleum,Montana,506,
Phillips,Montana,4179,
Pondera,Montana,6211,
Powder River,Montana,1748,
Powell,Montana,6993,
Prairie,Montana,1179,
Ravalli,Montana,40823,
Richland,Montana,11214,
Roosevelt,Montana,11125,
Rosebud,Montana,9329,
Sanders,Montana,11363,
Sheridan,Montana,3668,
Silver Bow,Montana,34523,"Butte-Silver Bow, MT Micropolitan Statistical Area"
Stillwater,Montana,9318,
Sweet Grass,Montana,3669,
Teton,Montana,6065,
Toole,Montana,5138,
Treasure,Montana,700,
Valley,Montana,7630,
Wheatland,Montana,2134,
Wibaux,Montana,1121,
Yellowstone,Montana,154162,"Billings, MT Metropolitan Statistical Area"
Adams,Nebraska,31610,"Hastings, NE Micropolitan Statistical Area"
Antelope,Nebraska,6456,
Arthur,Nebraska,458,
Banner,Nebraska,759,"Scottsbluff, NE Micropolitan Statistical Area"
Blaine,Nebraska,482,
Boone,Nebraska,5388,
Box Butte,Nebraska,11305,
Boyd,Nebraska,2032,
Brown,Nebraska,2926,
Buffalo,Nebraska,47893,"Kearney, NE Micropolitan Statistical Area"
Burt,Nebraska,6574,
Butler,Nebraska,8312,
Cass,Nebraska,25357,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Cedar,Nebraska,8711,
Chase,Nebraska,4000,
Cherry,Nebraska,5788,
Cheyenne,Nebraska,10091,
Clay,Nebraska,6392,
Colfax,Nebraska,10425,
Cuming,Nebraska,8996,
Custer,Nebraska,10792,
Dakota,Nebraska,20947,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
Dawes,Nebraska,9088,
Dawson,Nebraska,24207,"Lexington, NE Micropolitan Statistical Area"
Deuel,Nebraska,1937,
Dixon,Nebraska,5851,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
Dodge,Nebraska,36515,"Fremont, NE Micropolitan Statistical Area"
Douglas,Nebraska,537256,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Dundy,Nebraska,1981,
Fillmore,Nebraska,5698,
Franklin,Nebraska,3085,
Frontier,Nebraska,2709,
Furnas,Nebraska,4865,
Gage,Nebraska,21864,"Beatrice, NE Micropolitan Statistical Area"
Garden,Nebraska,1902,
Garfield,Nebraska,2035,
Gosper,Nebraska,1972,"Lexington, NE Micropolitan Statistical Area"
Grant,Nebraska,633,
Greeley,Nebraska,2494,
Hall,Nebraska,60720,"Grand Island, NE Metropolitan Statistical Area"
Hamilton,Nebraska,9112,"Grand Island, NE Metropolitan Statistical Area"
Harlan,Nebraska,3513,
Hayes,Nebraska,976,
Hitchcock,Nebraska,2872,
Holt,Nebraska,10449,
Hooker,Nebraska,738,
Howard,Nebraska,6355,"Grand Island, NE Metropolitan Statistical Area"
Jefferson,Nebraska,7560,
Johnson,Nebraska,5144,
Kearney,Nebraska,6548,"Kearney, NE Micropolitan Statistical Area"
Keith,Nebraska,8130,
Keya Paha,Nebraska,790,
Kimball,Nebraska,3702,
Knox,Nebraska,8565,
Lancaster,Nebraska,297036,"Lincoln, NE Metropolitan Statistical Area"
Lincoln,Nebraska,36051,"North Platte, NE Micropolitan Statistical Area"
Logan,Nebraska,763,"North Platte, NE Micropolitan Statistical Area"
Loup,Nebraska,576,
McPherson,Nebraska,526,"North Platte, NE Micropolitan Statistical Area"
Madison,Nebraska,35278,"Norfolk, NE Micropolitan Statistical Area"
Merrick,Nebraska,7802,"Grand Island, NE Metropolitan Statistical Area"
Morrill,Nebraska,4908,
Nance,Nebraska,3623,
Nemaha,Nebraska,7157,
Nuckolls,Nebraska,4413,
Otoe,Nebraska,15752,
Pawnee,Nebraska,2709,
Perkins,Nebraska,2921,
Phelps,Nebraska,9213,
Pierce,Nebraska,7150,"Norfolk, NE Micropolitan Statistical Area"
Platte,Nebraska,32505,"Columbus, NE Micropolitan Statistical Area"
Polk,Nebraska,5275,
Red Willow,Nebraska,11006,
Richardson,Nebraska,8125,
Rock,Nebraska,1411,
Saline,Nebraska,14416,
Sarpy,Nebraska,169331,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Saunders,Nebraska,20929,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Scotts Bluff,Nebraska,36848,"Scottsbluff, NE Micropolitan Statistical Area"
Seward,Nebraska,17089,"Lincoln, NE Metropolitan Statistical Area"
Sheridan,Nebraska,5251,
Sherman,Nebraska,3106,
Sioux,Nebraska,1313,"Scottsbluff, NE Micropolitan Statistical Area"
Stanton,Nebraska,6133,"Norfolk, NE Micropolitan Statistical Area"
Thayer,Nebraska,5189,
Thomas,Nebraska,699,
Thurston,Nebraska,6895,
Valley,Nebraska,4193,
Washington,Nebraska,20223,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
Wayne,Nebraska,9411,
Webster,Nebraska,3688,
Wheeler,Nebraska,759,
York,Nebraska,13883,
Churchill,Nevada,24063,"Fallon, NV Micropolitan Statistical Area"
Clark,Nevada,2027868,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area"
Douglas,Nevada,47118,"Gardnerville Ranchos, NV Micropolitan Statistical Area"
Elko,Nevada,52384,"Elko, NV Micropolitan Statistical Area"
Esmeralda,Nevada,832,
Eureka,Nevada,2076,"Elko, NV Micropolitan Statistical Area"
Humboldt,Nevada,17363,"Winnemucca, NV Micropolitan Statistical Area"
Lander,Nevada,6032,
Lincoln,Nevada,5245,
Lyon,Nevada,51557,"Fernley, NV Micropolitan Statistical Area"
Mineral,Nevada,4614,
Nye,Nevada,42297,"Pahrump, NV Micropolitan Statistical Area"
Pershing,Nevada,6877,
Storey,Nevada,3942,"Reno, NV Metropolitan Statistical Area"
Washoe,Nevada,433731,"Reno, NV Metropolitan Statistical Area"
White Pine,Nevada,10057,
"Carson City, Consolidated Municipality of",Nevada,54080,"Carson City, NV Metropolitan Statistical Area"
Belknap,New Hampshire,60179,"Laconia, NH Micropolitan Statistical Area"
Carroll,New Hampshire,47499,
Cheshire,New Hampshire,76610,"Keene, NH Micropolitan Statistical Area"
Coos,New Hampshire,31997,"Berlin, NH-VT Micropolitan Statistical Area"
Grafton,New Hampshire,89629,"Claremont-Lebanon, NH-VT Micropolitan Statistical Area"
Hillsborough,New Hampshire,403985,"Manchester-Nashua, NH Metropolitan Statistical Area"
Merrimack,New Hampshire,146849,"Concord, NH Micropolitan Statistical Area"
Rockingham,New Hampshire,299134,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Strafford,New Hampshire,124593,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Sullivan,New Hampshire,42984,"Claremont-Lebanon, NH-VT Micropolitan Statistical Area"
Atlantic,New Jersey,275862,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area"
Bergen,New Jersey,925328,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Burlington,New Jersey,450838,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Camden,New Jersey,512854,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Cape May,New Jersey,95897,"Ocean City, NJ Metropolitan Statistical Area"
Cumberland,New Jersey,157332,"Vineland-Bridgeton, NJ Metropolitan Statistical Area"
Essex,New Jersey,789565,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Gloucester,New Jersey,290265,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Hudson,New Jersey,660282,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Hunterdon,New Jersey,126250,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Mercer,New Jersey,370414,"Trenton-Princeton, NJ Metropolitan Statistical Area"
Middlesex,New Jersey,828919,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Monmouth,New Jersey,629672,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Morris,New Jersey,499397,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Ocean,New Jersey,583414,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Passaic,New Jersey,505672,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Salem,New Jersey,65166,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Somerset,New Jersey,330585,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Sussex,New Jersey,145992,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Union,New Jersey,548256,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Warren,New Jersey,107379,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
Bernalillo,New Mexico,674221,"Albuquerque, NM Metropolitan Statistical Area"
Catron,New Mexico,3607,
Chaves,New Mexico,65823,"Roswell, NM Micropolitan Statistical Area"
Cibola,New Mexico,27335,"Grants, NM Micropolitan Statistical Area"
Colfax,New Mexico,13094,
Curry,New Mexico,50598,"Clovis, NM Micropolitan Statistical Area"
De Baca,New Mexico,1907,
Doña Ana,New Mexico,213460,"Las Cruces, NM Metropolitan Statistical Area"
Eddy,New Mexico,55471,"Carlsbad-Artesia, NM Micropolitan Statistical Area"
Grant,New Mexico,29328,"Silver City, NM Micropolitan Statistical Area"
Guadalupe,New Mexico,4551,
Harding,New Mexico,693,
Hidalgo,New Mexico,4654,
Lea,New Mexico,68062,"Hobbs, NM Micropolitan Statistical Area"
Lincoln,New Mexico,20105,
Los Alamos,New Mexico,17798,"Los Alamos, NM Micropolitan Statistical Area"
Luna,New Mexico,24659,"Deming, NM Micropolitan Statistical Area"
McKinley,New Mexico,73308,"Gallup, NM Micropolitan Statistical Area"
Mora,New Mexico,4704,
Otero,New Mexico,65616,"Alamogordo, NM Micropolitan Statistical Area"
Quay,New Mexico,8662,
Rio Arriba,New Mexico,40072,"Española, NM Micropolitan Statistical Area"
Roosevelt,New Mexico,19955,"Portales, NM Micropolitan Statistical Area"
Sandoval,New Mexico,136575,"Albuquerque, NM Metropolitan Statistical Area"
San Juan,New Mexico,126503,"Farmington, NM Metropolitan Statistical Area"
San Miguel,New Mexico,28541,"Las Vegas, NM Micropolitan Statistical Area"
Santa Fe,New Mexico,147423,"Santa Fe, NM Metropolitan Statistical Area"
Sierra,New Mexico,11572,
Socorro,New Mexico,17584,
Taos,New Mexico,33035,"Taos, NM Micropolitan Statistical Area"
Torrance,New Mexico,15717,"Albuquerque, NM Metropolitan Statistical Area"
Union,New Mexico,4370,
Valencia,New Mexico,76284,"Albuquerque, NM Metropolitan Statistical Area"
Albany,New York,306945,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area"
Allegany,New York,48109,
Bronx,New York,1418733,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Broome,New York,197534,"Binghamton, NY Metropolitan Statistical Area"
Cattaraugus,New York,78892,"Olean, NY Micropolitan Statistical Area"
Cayuga,New York,79477,"Auburn, NY Micropolitan Statistical Area"
Chautauqua,New York,133080,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area"
Chemung,New York,88506,"Elmira, NY Metropolitan Statistical Area"
Chenango,New York,49503,
Clinton,New York,81591,"Plattsburgh, NY Micropolitan Statistical Area"
Columbia,New York,62243,"Hudson, NY Micropolitan Statistical Area"
Cortland,New York,48976,"Cortland, NY Micropolitan Statistical Area"
Delaware,New York,46722,
Dutchess,New York,296916,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Erie,New York,919866,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area"
Essex,New York,38762,
Franklin,New York,51688,"Malone, NY Micropolitan Statistical Area"
Fulton,New York,54586,"Gloversville, NY Micropolitan Statistical Area"
Genesee,New York,59454,"Batavia, NY Micropolitan Statistical Area"
Greene,New York,48455,
Hamilton,New York,4773,
Herkimer,New York,64181,"Utica-Rome, NY Metropolitan Statistical Area"
Jefferson,New York,119504,"Watertown-Fort Drum, NY Metropolitan Statistical Area"
Kings,New York,2592149,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Lewis,New York,27149,
Livingston,New York,64705,"Rochester, NY Metropolitan Statistical Area"
Madison,New York,72382,"Syracuse, NY Metropolitan Statistical Area"
Monroe,New York,749606,"Rochester, NY Metropolitan Statistical Area"
Montgomery,New York,49897,"Amsterdam, NY Micropolitan Statistical Area"
Nassau,New York,1352146,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
New York,New York,1626159,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Niagara,New York,214249,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area"
Oneida,New York,233585,"Utica-Rome, NY Metropolitan Statistical Area"
Onondaga,New York,468387,"Syracuse, NY Metropolitan Statistical Area"
Ontario,New York,109103,"Rochester, NY Metropolitan Statistical Area"
Orange,New York,375592,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Orleans,New York,42235,"Rochester, NY Metropolitan Statistical Area"
Oswego,New York,121165,"Syracuse, NY Metropolitan Statistical Area"
Otsego,New York,61683,"Oneonta, NY Micropolitan Statistical Area"
Putnam,New York,99645,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Queens,New York,2296175,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Rensselaer,New York,159918,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area"
Richmond,New York,472621,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Rockland,New York,320903,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
St. Lawrence,New York,111963,"Ogdensburg-Massena, NY Micropolitan Statistical Area"
Saratoga,New York,223865,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area"
Schenectady,New York,155333,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area"
Schoharie,New York,31844,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area"
Schuyler,New York,18460,
Seneca,New York,35409,"Seneca Falls, NY Micropolitan Statistical Area"
Steuben,New York,98650,"Corning, NY Micropolitan Statistical Area"
Suffolk,New York,1499738,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Sullivan,New York,76665,
Tioga,New York,50243,"Binghamton, NY Metropolitan Statistical Area"
Tompkins,New York,103617,"Ithaca, NY Metropolitan Statistical Area"
Ulster,New York,180998,"Kingston, NY Metropolitan Statistical Area"
Warren,New York,65337,"Glens Falls, NY Metropolitan Statistical Area"
Washington,New York,63093,"Glens Falls, NY Metropolitan Statistical Area"
Wayne,New York,92473,"Rochester, NY Metropolitan Statistical Area"
Westchester,New York,968802,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Wyoming,New York,41531,
Yates,New York,25156,"Rochester, NY Metropolitan Statistical Area"
Alamance,North Carolina,154378,"Burlington, NC Metropolitan Statistical Area"
Alexander,North Carolina,36930,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area"
Alleghany,North Carolina,10939,
Anson,North Carolina,26161,
Ashe,North Carolina,27151,
Avery,North Carolina,17713,
Beaufort,North Carolina,47464,"Washington, NC Micropolitan Statistical Area"
Bertie,North Carolina,20344,
Bladen,North Carolina,34843,
Brunswick,North Carolina,115301,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area"
Buncombe,North Carolina,247912,"Asheville, NC Metropolitan Statistical Area"
Burke,North Carolina,89842,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area"
Cabarrus,North Carolina,187226,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area"
Caldwell,North Carolina,81990,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area"
Camden,North Carolina,10187,"Elizabeth City, NC Micropolitan Statistical Area"
Carteret,North Carolina,68434,"Morehead City, NC Micropolitan Statistical Area"
Caswell,North Carolina,23190,
Catawba,North Carolina,154810,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area"
Chatham,North Carolina,66817,"Durham-Chapel Hill, NC Metropolitan Statistical Area"
Cherokee,North Carolina,27218,
Chowan,North Carolina,14726,
Clay,North Carolina,10584,
Cleveland,North Carolina,97047,"Shelby, NC Micropolitan Statistical Area"
Columbus,North Carolina,57246,
Craven,North Carolina,104489,"New Bern, NC Metropolitan Statistical Area"
Cumberland,North Carolina,325871,"Fayetteville, NC Metropolitan Statistical Area"
Currituck,North Carolina,24396,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area"
Dare,North Carolina,35019,"Kill Devil Hills, NC Micropolitan Statistical Area"
Davidson,North Carolina,163420,"Winston-Salem, NC Metropolitan Statistical Area"
Davie,North Carolina,41554,"Winston-Salem, NC Metropolitan Statistical Area"
Duplin,North Carolina,60084,
Durham,North Carolina,288133,"Durham-Chapel Hill, NC Metropolitan Statistical Area"
Edgecombe,North Carolina,55574,"Rocky Mount, NC Metropolitan Statistical Area"
Forsyth,North Carolina,361220,"Winston-Salem, NC Metropolitan Statistical Area"
Franklin,North Carolina,62260,"Raleigh, NC Metropolitan Statistical Area"
Gaston,North Carolina,209420,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area"
