date,end_date,county,state,geoid,type,omit_from_rolling_average,omit_from_rolling_average_on_subgeographies,adjusted_daily_count_for_avg,description
2021-02-01,,,South Carolina,USA-45,deaths,,,0,"South Carolina announced a backlog of deaths, most of which had occurred earlier in January."
2021-02-01,,Bastrop,Texas,USA-48021,cases,yes,,0,"Texas announced a backlog of 1,665 cases in Bastrop County."
2021-02-01,,Blanco,Texas,USA-48031,cases,yes,,0,Texas announced a backlog of 157 cases in Blanco County.
2021-02-01,,Bosque,Texas,USA-48035,cases,yes,,0,Texas announced a backlog of 286 cases in Bosque County.
2021-02-01,,Burleson,Texas,USA-48051,cases,yes,,0,Texas announced a backlog of 469 cases in Burleson County.
2021-02-01,,Burnet,Texas,USA-48053,cases,yes,,0,Texas announced a backlog of 873 cases in Burnet County.
2021-02-01,,Caldwell,Texas,USA-48055,cases,yes,,0,"Texas announced a backlog of 1,104 cases in Caldwell County."
2021-02-01,,Coryell,Texas,USA-48099,cases,yes,,0,"Texas announced a backlog of 2,128 cases in Coryell County."
2021-02-01,,Falls,Texas,USA-48145,cases,yes,,0,Texas announced a backlog of 442 cases in Falls County.
2021-02-01,,Fayette,Texas,USA-48149,cases,yes,,0,Texas announced a backlog of 324 cases in Fayette County.
2021-02-01,,Freestone,Texas,USA-48161,cases,yes,,0,Texas announced a backlog of 522 cases in Freestone County.
2021-02-01,,Grimes,Texas,USA-48185,cases,yes,,0,Texas announced a backlog of 864 cases in Grimes County.
2021-02-01,,Hamilton,Texas,USA-48193,cases,yes,,0,Texas announced a backlog of 75 cases in Hamilton County.
2021-02-01,,Hill,Texas,USA-48217,cases,yes,,0,"Texas announced a backlog of 1,081 cases in Hill County."
2021-02-01,,Lampasas,Texas,USA-48281,cases,yes,,0,Texas announced a backlog of 442 cases in Lampasas County.
2021-02-01,,Lee,Texas,USA-48287,cases,yes,,0,Texas announced a backlog of 264 cases in Lee County.
2021-02-01,,Leon,Texas,USA-48289,cases,yes,,0,Texas announced a backlog of 366 cases in Leon County.
2021-02-01,,Limestone,Texas,USA-48293,cases,yes,,0,Texas announced a backlog of 521 cases in Limestone County.
2021-02-01,,Llano,Texas,USA-48299,cases,yes,,0,Texas announced a backlog of 229 cases in Llano County.
2021-02-01,,Madison,Texas,USA-48313,cases,yes,,0,Texas announced a backlog of 548 cases in Madison County.
2021-02-01,,Mills,Texas,USA-48333,cases,yes,,0,Texas announced a backlog of 98 cases in Mills County.
2021-02-01,,Robertson,Texas,USA-48395,cases,yes,,0,Texas announced a backlog of 487 cases in Robertson County.
2021-02-01,,San Saba,Texas,USA-48411,cases,yes,,0,Texas announced a backlog of 104 cases in San Saba County.
2021-02-01,,Washington,Texas,USA-48477,cases,yes,,0,"Texas announced a backlog of 1,031 cases in Washington County."
2021-02-03,,,North Carolina,USA-37,cases,yes,,0,North Carolina added many cases from testing at urgent care clinics in December and January. 
2021-02-03,,,Montana,USA-30,deaths,yes,,0,Montana announced many deaths in Yellowstone County that had occurred in previous months.
2021-02-03,,Yellowstone,Montana,USA-30111,deaths,yes,,0,
2021-02-04,,,Louisiana,USA-22,cases,,,0,Louisiana added 844 cases from tests performed at urgent care clinics as far back as October.
2021-02-04,,,,USA,deaths,yes,,0,"Indiana announced about 1,500 deaths from previous months after reconciling records."
2021-02-04,,,Indiana,USA-18,deaths,yes,yes,0,"Indiana announced about 1,500 deaths from previous months after reconciling records."
2021-02-04,,Ionia,Michigan,USA-26067,cases,yes,,0,Data from the Michigan Department of Corrections was added for recent weeks.
2021-02-04,,Chippewa,Michigan,USA-26033,cases,yes,,0,Data from the Michigan Department of Corrections was added for recent weeks.
2021-02-04,,Jackson,Michigan,USA-26075,cases,yes,,0,Data from the Michigan Department of Corrections was added for recent weeks.
2021-02-04,,Manistee,Michigan,USA-26101,cases,yes,,0,Data from the Michigan Department of Corrections was added for recent weeks.
2021-02-04,,Saginaw,Michigan,USA-26145,cases,,,0,Data from the Michigan Department of Corrections was added for recent weeks.
2021-02-04,,Washtenaw,Michigan,USA-26161,cases,,,0,Data from the Michigan Department of Corrections was added for recent weeks.
2021-02-05,,,Delaware,USA-10,deaths,yes,,0,Delaware added 54 deaths from December and January after reviewing records.
2021-02-05,,Kent,Delaware,USA-10001,deaths,yes,,0,
2021-02-05,,Sussex,Delaware,USA-10005,deaths,yes,,0,
2021-02-05,,Union,Pennsylvania,USA-42119,cases,yes,,0,Pennsylvania added backlogged cases in Union County.
2021-02-05,,Snyder,Pennsylvania,USA-42109,cases,yes,,0,Pennsylvania added backlogged cases in Snyder County.
2021-02-06,,Erath,Texas,USA-48143,cases,yes,,0,Texas added a backlog of 61 cases in Erath County.
2021-02-07,,,Delaware,USA-10,cases,,,0,Delaware added 260 cases from recent days after resolving a technical issue.
2021-02-09,,,North Dakota,USA-38,cases,,,0,North Dakota removed cases deemed inconclusive after identifying a laboratory testing malfunction.
2021-02-10,,Washington,Tennessee,USA-47179,cases,,,0,Tennessee reported a decrease in total Washington County cases because some cases were reassigned to other counties after verifying addresses.
2021-02-10,,Putnam,Tennessee,USA-47141,cases,,,0,Tennessee reported a decrease in total Putnam County cases because some cases were reassigned to other counties after verifying addresses.
2021-02-11,,,,USA,deaths,,,0,Ohio added many backlogged deaths from recent months.
2021-02-11,,,Ohio,USA-39,deaths,yes,yes,0,Ohio added about 650 deaths from recent months.
2021-02-12,,,,USA,deaths,yes,,0,Ohio added many backlogged deaths from recent months.
2021-02-12,,,Ohio,USA-39,deaths,yes,yes,0,"Ohio added about 2,500 deaths from recent months."
2021-02-12,,Medina,Texas,USA-48325,cases,yes,,0,Texas added a backlog of more than 600 cases in Medina County.
2021-02-13,,,,USA,deaths,yes,,0,Ohio added many backlogged deaths from recent months.
2021-02-13,,,Ohio,USA-39,deaths,yes,yes,0,"Ohio added about 1,125 deaths from recent months."
2021-02-13,,Ionia,Michigan,USA-26067,cases,,,0,Data from the Michigan Department of Corrections was added for the last week.
2021-02-13,,Chippewa,Michigan,USA-26033,cases,,,0,Data from the Michigan Department of Corrections was added for the last week.
2021-02-13,,Manistee,Michigan,USA-26101,cases,,,0,Data from the Michigan Department of Corrections was added for the last week.
2021-02-13,,Uintah,Utah,USA-49047,cases,yes,,0,The Times began using the state’s count for Uintah County after the local health district stopped regularly reporting new cases.
2021-02-13,,Duchesne,Utah,USA-49013,cases,yes,,0,The Times began using the state’s count for Duchesne County after the local health district stopped regularly reporting new cases.
2021-02-17,,,New Hampshire,USA-33,cases,yes,,0,"New Hampshire added a backlog of 421 cases from November, December and January."
2021-02-19,,Montgomery,Texas,USA-48339,cases,,,0,Montgomery County reported data for several days at once after the winter storm.
2021-02-20,,,North Carolina,USA-37,cases,,,0,North Carolina added a backlog of about 685 cases from one test center from earlier in 2021.
2021-02-20,,Dallam,Texas,USA-48111,cases,,,0,Dallam County reported a week's worth of data at once after the winter storm.
2021-02-20,,Bexar,Texas,USA-48029,cases,,,0,Bexar County reported data for several days at once after the winter storm.
2021-02-21,,Bexar,Texas,USA-48029,cases,,,0,Bexar County added a backlog of cases after the winter storm.
2021-02-22,,,Rhode Island,USA-44,deaths,yes,,0,Rhode Island added 80 deaths from recent months after reconciling records.
2021-02-23,,Calhoun,Texas,USA-48057,cases,yes,,0,Texas added older cases in Calhoun County.
2021-02-23,,Wilson,Texas,USA-48493,cases,yes,,0,Texas added older cases in Wilson County.
2021-02-24,,,California,USA-06,deaths,yes,,0,Los Angeles County added many deaths from December and January after reviewing vital records.
2021-02-24,,Los Angeles,California,USA-06037,deaths,yes,,0,Los Angeles County added 806 deaths from December and January after reviewing vital records.
2021-02-26,,,Virginia,USA-51,deaths,,,0,"Over several days, Virginia added many deaths that occurred earlier in 2021."
2021-02-26,,Comanche,Texas,USA-48093,cases,yes,,0,Texas added many backlogged cases in Comanche County.
2021-02-26,,Roane,West Virginia,USA-54087,cases,yes,,0,West Virginia added many backlogged cases in Roane County.
2021-02-27,,,Hawaii,USA-15,cases,,,0,Hawaii added 31 cases in Maui from recent months.
2021-02-27,,Maui,Hawaii,USA-15009,cases,yes,,0,Hawaii added 31 cases diagnosed in Maui from November to February that had been previously unreported.
2021-02-28,,,Arkansas,USA-05,both,yes,yes,0,"Arkansas updated its counts after verifying records, resulting in an increase in cases and a small decrease in deaths."
2021-03-01,,,Colorado,USA-08,cases,yes,,0,Colorado added about 800 cases from recent months representing people who were infected twice.
2021-03-01,,,Virginia,USA-51,deaths,yes,,0,"Over several days, Virginia added many deaths that occurred earlier in 2021."
2021-03-02,,,,USA,deaths,yes,,0,"Ohio removed many deaths after changing its methodology, resulting in an artificially low daily count."
2021-03-02,,,Ohio,USA-39,deaths,yes,yes,0,"Ohio changed its methodology for reporting coronavirus deaths to use death certificates, resulting in a one-time decrease."
2021-03-02,,Scurry,Texas,USA-48415,cases,yes,,0,"Texas removed 1,119 cases from Scurry County to correct a February reporting error."
2021-03-03,,,Alabama,USA-01,cases,yes,,0,"Alabama added a backlog of more than 2,000 cases from one testing facility dating back to May 2020."
2021-03-03,,,Virginia,USA-51,deaths,yes,,0,"Over several days, Virginia added many deaths that occurred earlier in 2021."
2021-03-03,,Yavapai,Arizona,USA-04025,cases,yes,,0,"Yavapai County removed duplicate cases, resulting in a one-day decrease."
2021-03-03,,Lyon,Kentucky,USA-21143,cases,yes,,0,"Kentucky added many cases in Lyon County, as Caldwell County had a decrease in cases."
2021-03-03,,Caldwell,Kentucky,USA-21033,cases,yes,,0,"Kentucky removed many cases in Caldwell County, as Lyon County had an increase in cases."
2021-03-04,,Dallam,Texas,USA-48111,cases,yes,,0,Texas added older cases in Dallam County.
2021-03-04,,Hartley,Texas,USA-48205,cases,yes,,0,Texas added older cases in Hartley County.
2021-03-05,2021-03-08,,Ohio,USA-39,deaths,yes,,0,Ohio added more than 400 deaths of residents who died out of state.
2021-03-05,,Lawrence,Ohio,USA-39087,deaths,yes,,0,Ohio added many Lawrence County deaths that occurred out of state.
2021-03-05,,Belmont,Ohio,USA-39013,deaths,yes,,0,Ohio added many Belmont County deaths that occurred out of state.
2021-03-05,,Jefferson,Ohio,USA-39081,deaths,yes,,0,Ohio added many deaths that occurred out of state.
2021-03-06,,,Indiana,USA-18,cases,,,0,Indiana added a backlog of more than 400 cases from one testing facility.
2021-03-07,,,Puerto Rico,USA-72,both,,yes,0,"Puerto Rico changed the format of its data, resulting in one-day adjustments of cases and deaths in some municipalities."
2021-03-08,,,,USA,cases,yes,,0,Missouri began reporting probable cases identified through antigen testing.
2021-03-08,,,Missouri,USA-29,cases,yes,yes,0,"Missouri began reporting probable cases identified through antigen testing, resulting in a one-day increase in total cases."
2021-03-08,,Zavala,Texas,USA-48507,both,yes,,0,"The Times began using state data for Zavala County, resulting in a one-time decrease in cases and deaths. "
2021-03-09,,,Minnesota,USA-27,both,yes,yes,0,Minnesota announced many cases and deaths from the past year that had been previously unreported.
2021-03-09,,,Oklahoma,USA-40,deaths,,,0,Oklahoma began reporting deaths once a week rather than daily.
2021-03-10,,Fannin,Texas,USA-48147,cases,,,0,Texas added many backlogged cases in Fannin County.
2021-03-11,,,Delaware,USA-10,cases,yes,,0,Delaware announced a backlog of cases after a testing provider resolved a technical issue.
2021-03-11,,New Castle,Delaware,USA-10003,cases,yes,,0,Delaware announced a backlog of cases after a testing provider resolved a technical issue.
2021-03-11,,Christian,Kentucky,USA-21047,cases,yes,,0,Christian County added many cases that previously had not been reported to the county.
2021-03-11,,Navajo,Arizona,USA-04017,cases,yes,,0,"Arizona made data adjustments, including a one-day decrease in Navajo County cases."
2021-03-12,,,West Virginia,USA-54,deaths,yes,yes,0,West Virginia announced 165 deaths after reconciling death certificate records.
2021-03-13,,,California,USA-06,deaths,yes,,0,California made data adjustments resulting in a one-day increase in deaths.
2021-03-13,,Butte,California,USA-06007,deaths,yes,,0,"California made data adjustments, including an increase in Butte County deaths."
2021-03-13,,Kern,California,USA-06029,deaths,yes,,0,"California made data adjustments, including an increase in Kern County deaths."
2021-03-13,,Lassen,California,USA-06035,deaths,yes,,0,"California made data adjustments, including a decrease in Lassen County deaths."
2021-03-13,,Marin,California,USA-06041,deaths,yes,,0,"California made data adjustments, including an increase in Marin County deaths."
